speaker,uttID,utterance,emotion,sentiment,non_con_out,con_out,con_out_mean,match,con_match,EDA,Cor_EDA,all_match
b'Ses03M_impro05a_M007',Ses03M_impro05a_M007,b'God.',ang,sentiment,ba,no,ba,Match,NotConMatch,ba,ba,NotMatch
b'Ses03M_impro05a_F006',Ses03M_impro05a_F006,"b""I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop--""",fru,sentiment,qy^d,qy,sd,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses03M_impro05a_M008',Ses03M_impro05a_M008,"b""You know I've been waiting here for four hours for my luggage""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_M009',Ses03M_impro05a_M009,"b""and it's not here, they told me to go to this person, go to this person.  Now I'm at this person.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_F007',Ses03M_impro05a_F007,"b""You're at me and I'm going to try to help you out sir but you just have to cooperate with me--""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_M010',Ses03M_impro05a_M010,b'Okay.  What do you want?',ang,sentiment,qw,qo,^q,NotMatch,NotConMatch,qo,CORRECT,NotMatch
b'Ses03M_impro05a_F008',Ses03M_impro05a_F008,b'How many pieces of luggage do you have checked in?',neu,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_impro05a_M011',Ses03M_impro05a_M011,"b""Eight.  And they're all gone.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_F009',Ses03M_impro05a_F009,b'Eight pieces of luggage.  Okay.',neu,sentiment,sd,b^m,b^m,NotMatch,ConMatch,b^m,b^m,NotMatch
b'Ses03M_impro05a_M012',Ses03M_impro05a_M012,b'And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?',ang,sentiment,qw,qw,qo,Match,NotConMatch,qw,qw,NotMatch
b'Ses03M_impro05a_F010',Ses03M_impro05a_F010,"b""No.  I'm just going to check--""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_M013',Ses03M_impro05a_M013,"b""It's my mother's funeral tomorrow and the urn is in the suitcase.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_F011',Ses03M_impro05a_F011,"b""I'm sorry sir.""",neu,sentiment,fa,fa,^q,Match,NotConMatch,fa,fa,NotMatch
b'Ses03M_impro05a_M014',Ses03M_impro05a_M014,b'Yeah.',ang,sentiment,b,b,b,NotMatch,NotConMatch,b,b,AllMatch
b'Ses03M_impro05a_F012',Ses03M_impro05a_F012,"b""I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--""",neu,sentiment,sd,fc,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro05a_M015',Ses03M_impro05a_M015,b'What am I going to do tomorrow without the urn?',xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_impro05a_F013',Ses03M_impro05a_F013,b'Sir it seems to me that your luggage is um- is not here',xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_impro05a_M016',Ses03M_impro05a_M016,"b""Oh, oh, that's a good deduction.""",ang,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_impro05a_F014',Ses03M_impro05a_F014,b'Yes--it is',neu,sentiment,aa,aa,aa,NotMatch,NotConMatch,aa,aa,AllMatch
b'Ses03M_impro05a_M017',Ses03M_impro05a_M017,"b""Sherlock Holmes.  God, where's my luggage?""",ang,sentiment,qw,qh,qw,Match,NotConMatch,qw,qw,NotMatch
b'Ses03M_impro05a_F015',Ses03M_impro05a_F015,"b'Sir, Please please, I would ask you to just calm down for a second--'",fru,sentiment,fc,^h,ad,NotMatch,NotConMatch,^h,CORRECT,NotMatch
b'Ses03M_impro05a_M018',Ses03M_impro05a_M018,"b""Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_F016',Ses03M_impro05a_F016,"b'Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?'",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_M019',Ses03M_impro05a_M019,b'Yes.  You are a Delta representative.',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_F017',Ses03M_impro05a_F017,"b'Yes, I am.'",xxx,sentiment,sd,aa,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro05a_M020',Ses03M_impro05a_M020,b'What is the matter with you?',ang,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_impro05a_F018',Ses03M_impro05a_F018,"b'Sir, I just...you need to calm down is what needs to happen right now.'",ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_impro05a_M021',Ses03M_impro05a_M021,"b""Don't yell at me.""",ang,sentiment,sd,ad,ad,NotMatch,ConMatch,ad,ad,NotMatch
b'Ses03M_impro05a_F019',Ses03M_impro05a_F019,"b""Okay.  I'm not.  I'm sorry, I am being--""",fru,sentiment,sd,^q,^q,NotMatch,ConMatch,^q,^q,NotMatch
b'Ses03M_impro05a_F020',Ses03M_impro05a_F020,"b""calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--""",fru,sentiment,sv,^q,^q,NotMatch,ConMatch,^q,^q,NotMatch
b'Ses03M_impro05a_M022',Ses03M_impro05a_M022,b'Oh my God.  I think a blood vessel burst in my head.',ang,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro05a_F021',Ses03M_impro05a_F021,"b'Please, please'",neu,sentiment,fc,^q,ad,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses03M_impro05a_F022',Ses03M_impro05a_F022,"b'sir, listen to me.  Your luggage is still in Baltimore.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_M023',Ses03M_impro05a_M023,b'What?',ang,sentiment,br,qw,qw,NotMatch,ConMatch,qw,qw,NotMatch
b'Ses03M_impro05a_F023',Ses03M_impro05a_F023,b'Okay.  We can get it here in about seven to ten business days.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_M024',Ses03M_impro05a_M024,b'What?  Are you kidding me?',ang,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03M_impro05a_F024',Ses03M_impro05a_F024,"b'Yes.  Well, because--'",neu,sentiment,b,ny,na,NotMatch,NotConMatch,ny,CORRECT,NotMatch
b'Ses03M_impro05a_M025',Ses03M_impro05a_M025,b'Give- Give me your manager right now.',ang,sentiment,ad,ad,ad,NotMatch,NotConMatch,ad,ad,AllMatch
b'Ses03M_impro05a_F025',Ses03M_impro05a_F025,b'I am the manager sir.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_M026',Ses03M_impro05a_M026,"b""You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_F026',Ses03M_impro05a_F026,b'Sir I know where I work for but I was checking because you cannot--',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_M027',Ses03M_impro05a_M027,b'Whose daughter are you?',ang,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_impro05a_F027',Ses03M_impro05a_F027,b'Sir?',fru,sentiment,br,qy,qy,NotMatch,ConMatch,qy,qy,NotMatch
b'Ses03M_impro05a_M028',Ses03M_impro05a_M028,b'Sir. Sir. Sir. Sir',ang,sentiment,fp,sd,ba,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses03M_impro05a_F028',Ses03M_impro05a_F028,b'What is your name?',ang,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_impro05a_M029',Ses03M_impro05a_M029,b'My name is Brent Caption.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_M030',Ses03M_impro05a_M030,b'Now what are you going to do about it?',exc,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03F_script03_2_M000',Ses03F_script03_2_M000,"b'As a matter of fact, the real cause of that row was Peter Burden.'",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F000',Ses03F_script03_2_F000,b'You knew there was nothing in that.',xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_M001',Ses03F_script03_2_M001,b'I knew nothing of the sort. You took presents from him.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F001',Ses03F_script03_2_F001,b'Presents? It was only a small trivial little broach.',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M002',Ses03F_script03_2_M002,b'I remember it well. Bristling with diamonds. In the worst possible taste.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F002',Ses03F_script03_2_F002,b'Not at all. It was very pretty. And I wear it all the time. I still have it.',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M003',Ses03F_script03_2_M003,b'You went out of your way to torture me over Peter Burden.',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F003',Ses03F_script03_2_F003,"b""No, I didn't. You made that up all in your jealous imagination.""",xxx,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03F_script03_2_M004',Ses03F_script03_2_M004,b'You must admit that he was in love with you.',xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_F004',Ses03F_script03_2_F004,"b'Just a little perhaps, but it was nothing serious.'",neu,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_M005',Ses03F_script03_2_M005,b'You let him kiss you. You said so.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F005',Ses03F_script03_2_F005,"b'Well, what of it?'",xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03F_script03_2_M006',Ses03F_script03_2_M006,b'What of it?',xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03F_script03_2_F006',Ses03F_script03_2_F006,"b""Oh come on, it gave him a lot of pleasure and it didn't harm me.""",xxx,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses03F_script03_2_M007',Ses03F_script03_2_M007,b'What about me?',ang,sentiment,qo,qw,qo,Match,NotConMatch,qo,qo,NotMatch
b'Ses03F_script03_2_F007',Ses03F_script03_2_F007,"b""Well, if you hadn't been so suspicious and nosey you'd have never known anything about it.""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_M008',Ses03F_script03_2_M008,"b""That's a nice point of view, I must say.""",ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_F008',Ses03F_script03_2_F008,"b""Well, it's true.""",neu,sentiment,sv,aa,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03F_script03_2_M009',Ses03F_script03_2_M009,b'Are you bored with this conversation?',neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03F_script03_2_F009',Ses03F_script03_2_F009,"b'I definitely, most definitely am.'",xxx,sentiment,sd,na,na,NotMatch,ConMatch,na,na,NotMatch
b'Ses03F_script03_2_M010',Ses03F_script03_2_M010,b'So am I. Bored stiff. Want some brandy?',neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03F_script03_2_F010',Ses03F_script03_2_F010,"b'No, thanks.'",xxx,sentiment,fc,fc,nn,Match,NotConMatch,fc,fc,NotMatch
b'Ses03F_script03_2_M011',Ses03F_script03_2_M011,"b""I'll have a little, I think.""",neu,sentiment,sd,sd,fc,Match,NotConMatch,sd,sd,NotMatch
b'Ses03F_script03_2_F011',Ses03F_script03_2_F011,"b""I don't see why you want it; you've already had two glasses.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M012',Ses03F_script03_2_M012,"b'No particular reason. Anyhow, they were very small ones.'",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F012',Ses03F_script03_2_F012,"b""I don't see what's the point of going on and on about something like this.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M013',Ses03F_script03_2_M013,"b'Oh, my-you can hardly call three minute liquor glasses in the evening going on and on and on.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F013',Ses03F_script03_2_F013,"b""It's become a habit with you.""",neu,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03F_script03_2_M014',Ses03F_script03_2_M014,"b""You needn't be so grand just because you don't happen to want some yourself at the moment.""",ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_F014',Ses03F_script03_2_F014,"b""Don't be so stupid.""",ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_M015',Ses03F_script03_2_M015,"b'Really, Amanda.'",ang,sentiment,fp,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses03F_script03_2_F015',Ses03F_script03_2_F015,b'What?',ang,sentiment,br,qw,br,Match,NotConMatch,br,br,NotMatch
b'Ses03F_script03_2_M016',Ses03F_script03_2_M016,b'Nothing.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M017',Ses03F_script03_2_M017,"b'Going somewhere, dear?'",ang,sentiment,qy^d,qy,^q,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses03F_script03_2_F016',Ses03F_script03_2_F016,b'No. Just making myself fascinating for you.',xxx,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses03F_script03_2_M018',Ses03F_script03_2_M018,b'That reply has broken my heart.',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F017',Ses03F_script03_2_F017,"b""It's a woman's job to allure the man. Watch me, won't you, a minute?""",neu,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_M019',Ses03F_script03_2_M019,"b""As a matter of fact, that's perfectly true.""",xxx,sentiment,sv,sv,aa,Match,NotConMatch,sv,sv,NotMatch
b'Ses03F_script03_2_F018',Ses03F_script03_2_F018,"b""No, it isn't.""",ang,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses03F_script03_2_M020',Ses03F_script03_2_M020,"b'Yes, it is.'",ang,sentiment,aa,aa,sv,Match,NotConMatch,aa,aa,NotMatch
b'Ses03F_script03_2_F019',Ses03F_script03_2_F019,"b""No, it's not. I don't care.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M021',Ses03F_script03_2_M021,"b""It's a pity you didn't have more brandy. It might have made you a little less disagreeable.""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_F020',Ses03F_script03_2_F020,"b""Well, it didn't seem to do such wonders with you, now did it?""",xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03F_script03_2_M022',Ses03F_script03_2_M022,"b'Oh, snap, snap, snap, like a little adder.'",xxx,sentiment,sd,qy^d,sv,NotMatch,NotConMatch,qy^d,CORRECT,NotMatch
b'Ses03F_script03_2_F021',Ses03F_script03_2_F021,"b""Adders don't snap, they sting.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M023',Ses03F_script03_2_M023,"b'Yes, they do. They have a big bag of venom behind their fangs and they snap.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F022',Ses03F_script03_2_F022,b'They sting.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M024',Ses03F_script03_2_M024,b'They snap.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F023',Ses03F_script03_2_F023,"b""I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M025',Ses03F_script03_2_M025,"b'Uhh,'",xxx,sentiment,b,b,b,NotMatch,NotConMatch,b,b,AllMatch
b'Ses03F_script03_2_M026',Ses03F_script03_2_M026,b'did you see much of Peter Burden after our divorce?',ang,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03F_script03_2_F024',Ses03F_script03_2_F024,"b'Yes, I did, quite a lot actually.'",xxx,sentiment,sd,ng,na,NotMatch,NotConMatch,ng,CORRECT,NotMatch
b'Ses03F_script03_2_M027',Ses03F_script03_2_M027,"b""I imagine that you let him kiss you quite a bit more then, didn't you?""",ang,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03F_script03_2_F025',Ses03F_script03_2_F025,b'Mind your business.',fru,sentiment,^2,^2,bf,Match,NotConMatch,^2,^2,NotMatch
b'Ses03F_script03_2_M028',Ses03F_script03_2_M028,b'You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.',ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_F026',Ses03F_script03_2_F026,"b""You are quite insufferable. I suppose it's because you're drunk.""",ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_M029',Ses03F_script03_2_M029,"b""I'm not in the least bit drunk.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F027',Ses03F_script03_2_F027,"b""You've always had a weak head.""",fru,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03F_script03_2_M030',Ses03F_script03_2_M030,"b""Okay. As I mentioned before, I said I had three very minute liquor glasses. That's hardly enough to get a child of two drunk.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F028',Ses03F_script03_2_F028,"b'On the contrary, a child of two can get violently drunk on only one glass of brandy.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M031',Ses03F_script03_2_M031,"b'Oh, very interesting indeed. How about a child of four or a child of six or a child of nine. We might have a splendid little debate about this intemperate tots.'",xxx,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03F_script03_2_F029',Ses03F_script03_2_F029,b'Do shut up. Shut up.',fru,sentiment,ad,ad,sv,Match,NotConMatch,ad,ad,NotMatch
b'Ses03F_script03_2_F030',Ses03F_script03_2_F030,"b""I don't want to talk about this anymore.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M032',Ses03F_script03_2_M032,b'You better turn that off.',xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_F031',Ses03F_script03_2_F031,b'Why?',xxx,sentiment,br,qw,qw,NotMatch,ConMatch,qw,qw,NotMatch
b'Ses03F_script03_2_M033',Ses03F_script03_2_M033,"b""It's very late and it will annoy the people upstairs.""",xxx,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses03F_script03_2_F032',Ses03F_script03_2_F032,"b""There aren't any people upstairs. It's a photographer's studio.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M034',Ses03F_script03_2_M034,"b'Well, I suppose the people downstairs then.'",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F033',Ses03F_script03_2_F033,"b""They're away in Tunis.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M035',Ses03F_script03_2_M035,b'This is no time of the year for Tunis.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F034',Ses03F_script03_2_F034,"b'Turn it on again, please.'",xxx,sentiment,ad,ad,ad,NotMatch,NotConMatch,ad,ad,AllMatch
b'Ses03F_script03_2_M036',Ses03F_script03_2_M036,"b'No, I will do no such thing.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_F035',Ses03F_script03_2_F035,b'Turn it on.',ang,sentiment,^2,ad,ad,NotMatch,ConMatch,ad,ad,NotMatch
b'Ses03F_script03_2_M037',Ses03F_script03_2_M037,b'No.',xxx,sentiment,aa,aa,aa,NotMatch,NotConMatch,aa,aa,AllMatch
b'Ses03F_script03_2_F036',Ses03F_script03_2_F036,"b""You've always had far too temperamental for yourself. You should try to control it.""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03F_script03_2_M038',Ses03F_script03_2_M038,b'Turn it off.',ang,sentiment,sd,ad,bf,NotMatch,NotConMatch,ad,CORRECT,NotMatch
b'Ses03F_script03_2_F037',Ses03F_script03_2_F037,b'I will not. Go away. Go away. I hate you.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03F_script03_2_M039',Ses03F_script03_2_M039,"b'Oh, very amusing, indeed. Amanda, listen-'",ang,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses03F_script03_2_F038',Ses03F_script03_2_F038,"b'Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully.'",ang,sentiment,sd,fc,sv,NotMatch,NotConMatch,fc,CORRECT,NotMatch
b'Ses03F_script03_2_M040',Ses03F_script03_2_M040,b'Very amusing indeed.',ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
