speaker,uttID,utterance,emotion,non_con_out,con_out,con_out_mean,match,con_match,pre-final-DA,all_match
b'Ross',0,"b'That\xc2\x92s the day you\xc2\x92re gonna die? See\xc2\x97darnit, I\xc2\x92ve got shuffleboard that day.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',1,b'That\xc2\x92s what you think.',neutral,sv,sd,sv,Match,NotConMatch,sv,NotMatch
b'Monica',2,"b'Well, I mean what about friends of your grandmother\xc2\x92s? Wouldn\xc2\x92t they have the recipe?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',3,"b'Well, y\xc2\x92know I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',4,b'What was her name?',neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Phoebe',5,b'Nestley Toulouse.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',6,b'Nestl\xc3\xa9 Toll House?',neutral,qy^d,sd,b^m,NotMatch,NotConMatch,,NotMatch
b'Phoebe',7,"b'Oh, you Americans always butcher the French language.'",neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Phoebe',8,b'Yes!!  Oh.',surprise,ba,b,ba,Match,NotConMatch,ba,NotMatch
b'Monica',9,b'I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',10,b'I know! You see it is stuff like this which is why  you\xc2\x92re burning in hell!!',anger,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Kim',0,"b""So, we're decided, no on plaid, yes on pink?""",neutral,sd,sd,^q,Match,NotConMatch,sd,NotMatch
b'Nancy',1,b'Absolutely!',joy,aa,aa,aa,Match,ConMatch,aa,AllMatch
b'Rachel',2,b'I am so on board!',joy,sd,^q,^q,Match,ConMatch,^q,NotMatch
b'Kim',3,b"Rachel didn't you just light that?",neutral,qy,qy^d,qy,Match,NotConMatch,qy,NotMatch
b'Rachel',4,"b""Yeah, I did, but y'know what? I am really, really trying to cut back, y'know?  Good luck, Rach.""",neutral,sd,qy^d,ng,NotMatch,NotConMatch,,NotMatch
b'Nancy',5,b"I've actually been thinking about quitting lately.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Kim',6,"b""Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like""",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Nancy',7,b'Tell me about it!',neutral,ad,ad,ad,Match,ConMatch,ad,AllMatch
b'Rachel',8,b"Well then let's just quit! We'll just quit! Let's all quit!",joy,sv,ad,^q,NotMatch,NotConMatch,,NotMatch
b'Kim',9,b'It does sound appealing.',neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Nancy',10,"b'Oh, I never could do it.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',11,b'Oh but you could.',neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Rachel',12,b'You can.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',13,b'Absolutely!',joy,aa,aa,aa,Match,ConMatch,aa,AllMatch
b'Rachel',14,b'We can help each other out!',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',15,b'We can get--what are those--those patches!',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',16,b'We could be like the Patch Sisters!',joy,sv,sd,sv,Match,NotConMatch,sv,NotMatch
b'Kim',17,"b""Oh y'know, we really should quit. Okay, let's quit!""",joy,sv,ad,^q,NotMatch,NotConMatch,,NotMatch
b'Rachel',18,b'Yes! Great! Give me those cigs! Give it! Give it!',joy,fc,ad,^q,NotMatch,NotConMatch,,NotMatch
b'Kim',19,b"My late husband gave me that lighter.  I'm not kidding.",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',20,b'Okay then!',joy,fo_o_fw_"_by_bc,^q,b,NotMatch,NotConMatch,,NotMatch
b'Chandler',0,"b""Well, maybe it's a contest, y'know? Like, collect all five?""",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',1,"b'Does, um, anyone wanna see?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'All',2,b'Nooo..',disgust,fp,ba,nn,NotMatch,NotConMatch,,NotMatch
b'All',3,"b""Oh, hey, don't do that! Cut it out!""",anger,ba,ad,ad,Match,ConMatch,ad,NotMatch
b'Rachel',4,b"It's worse than the thumb!",disgust,sv,sv,qy,Match,NotConMatch,sv,NotMatch
b'Chandler',5,"b'Hey, this is so unfair!'",anger,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Monica',6,"b'Oh, why is it unfair?'",surprise,qw,qh,qh,Match,ConMatch,qh,NotMatch
b'Chandler',7,b'So I have a flaw!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',8,b'Big deal!',anger,sv,ba,b^m,NotMatch,NotConMatch,,NotMatch
b'Chandler',9,b"Like Joey's constant knuckle-cracking isn't annoying?",anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Chandler',10,"b'And Ross, with his over-pronouncing every single word?'",anger,sv,na,qy,NotMatch,NotConMatch,,NotMatch
b'Chandler',11,"b'And Monica, with that snort when she laughs?'",anger,qy,qy^d,qy,Match,NotConMatch,qy,NotMatch
b'Chandler',12,"b'I mean, what the hell is that thing?'",disgust,qw,qw,qh,Match,NotConMatch,qw,NotMatch
b'Chandler',13,"b""...I accept all those flaws, why can't you accept me for this?""",anger,qy,^q,^q,Match,ConMatch,^q,NotMatch
b'Joey',14,b'...Does the knuckle-cracking bother everybody?',anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Rachel',15,"b'Well, I-I could live without it.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',16,"b'Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',17,"b""Oh, now, don't listen to him, Pheebs, I think it's endearing.""",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Joey',18,"b'Oh,  ""you do, do you""?'",anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',19,"b""You know, there's nothing wrong with speaking correctly.""",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Rachel',20,b'"Indeed there isn\'t"... I should really get back to work.',joy,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Phoebe',21,"b""Yeah, 'cause otherwise someone might get what they actually ordered.""",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Rachel',22,"b'Ohh-ho-hooohhh. The hair comes out, and the gloves come on.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',0,b'Awww! Mel Torme died.',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',1,"b'Joey, that paper\xc2\x92s like a year old!'",neutral,sd,sd,bf,Match,NotConMatch,sd,NotMatch
b'Joey',2,b'Aw! Does that mean the',sadness,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',3,b'Hey.',neutral,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Joey',4,b'Hey.',neutral,ba,fp,fp,Match,ConMatch,fp,NotMatch
b'Phoebe',0,b"You're sure? You're absolutely sure?",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',1,"b'Well, no. But, um, I bet she probably does.'",neutral,sv,sv,na,Match,NotConMatch,sv,NotMatch
b'Phoebe',2,b'Probably?',neutral,bh,qy,qy,Match,ConMatch,qy,NotMatch
b'Phoebe',3,"b""Yeah, I don't like that word.""",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',4,b'Kind of what \xc2\x91probably\xc2\x92 really means.',neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Phoebe',5,"b'Yeah, uh-huh.'",neutral,b,aa,b,Match,NotConMatch,b,NotMatch
b'Phoebe',6,"b'Yeah, oh, ""Your mom probably won\'t kill herself,"" y\xc2\x92know?'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',7,"b'I\'m sorry, but I\'m not hanging all my hopes of Rachel and I living together on-on ""Probably!""'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',8,b'You gotta take care of yourselves!',neutral,fc,ad,^q,NotMatch,NotConMatch,,NotMatch
b'Phoebe',9,b'In',neutral,b^m,qo,sd,NotMatch,NotConMatch,,NotMatch
b'Chandler',10,"b""Bing doesn't seem so weird now, does it?""",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Janice',0,b'Yoo-hoo! Aaron Litman-Neurolic would like to say hello to his future bride.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',1,b'Ohhh!  Wow! He kinda takes your breath away doesn\xc2\x92t he?',joy,qy,qy,qy^d,Match,NotConMatch,qy,NotMatch
b'Janice',0,b'He\xc2\x92s a keeper. How are you feeling?',neutral,qw,qrr,qy,NotMatch,NotConMatch,,NotMatch
b'Rachel',1,"b'Oh, I\xc2\x92m fine.'",neutral,b,na,sd,NotMatch,NotConMatch,,NotMatch
b'Janice',2,"b'Can I just say, I really admire what you\xc2\x92re doing. Just raising her all alone.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',3,"b'Oh, I\xc2\x92m not doing it alone. I have Ross.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Janice',4,"b'Oh, sure. Now. But what happens when he meets somebody else and gets married?'",neutral,sd,ad,qw,NotMatch,NotConMatch,,NotMatch
b'Rachel',5,"b'Well then he gets a divorce, it\xc2\x92s Ross!'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Janice',6,"b'I\xc2\x92m telling you Rachel, listen to Janice. They all say they\xc2\x92re gonna be there until they start their real family.'",neutral,qy^d,ad,sd,NotMatch,NotConMatch,,NotMatch
b'Rachel',7,b'Well I\xc2\x97That\xc2\x92s never gonna happen with Ross.',sadness,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Janice',8,"b'Oh well that\xc2\x92s what I thought about my first husband, now I\xc2\x92m lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.'",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',0,"b'And Tim I just wanna say, good luck here.'",neutral,fc,sd,sd,Match,ConMatch,sd,NotMatch
b'Ross',0,b'Hey. Who\xc2\x92s that?',neutral,br,qy,qy,Match,ConMatch,qy,NotMatch
b'Rachel',1,b'New people.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',2,b'What happened to the Disgustingtons?',neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Rachel',3,b'They\xc2\x92re having their baby!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',4,b'It\xc2\x92s not fair Ross we got here first!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',5,b'Right after you left they wheeled her off into delivery.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',6,b'Oh but not before she gave me a juicy shot of little Jamie just crowning away.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',7,"b'Wow! Sorry. So uh, how are the new people?'",surprise,qw,bh,qw,Match,NotConMatch,qw,NotMatch
b'Rachel',0,b'Phoebe?',neutral,br,br,qy,Match,NotConMatch,br,NotMatch
b'Phoebe',1,b'Yeah?',neutral,bh,ny,qh,NotMatch,NotConMatch,,NotMatch
b'Rachel',2,"b'Look at that guy by the window, wow!'",surprise,sd,ad,^h,NotMatch,NotConMatch,,NotMatch
b'Phoebe',3,"b'He\xc2\x92s awfully short and I think he\xc2\x92s talking to himself. And to be completely honest, he\xc2\x92s not that good in bed.'",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Rachel',4,"b'Oh, what is wrong with me lately?'",sadness,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Rachel',5,b'I mean it\xc2\x92s like every guy I see\xc2\x97I mean look here.',neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',6,"b'Look at that guy for example, I mean normally that\xc2\x92s not someone I would-would be attracted to, but right now, with the way I\xc2\x92m feeling, all I want to do is rip off his sweatpants and fanny pack.'",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Phoebe',7,"b'Wait a second! This is about the fourth month of your pregnancy, right?'",neutral,qy,qy,qy^d,Match,NotConMatch,qy,NotMatch
b'Rachel',8,b'Yeah.',neutral,b,ny,ny,Match,ConMatch,ny,NotMatch
b'Phoebe',9,"b'This is completely normal, around the fourth month your hormones start going crazy.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',10,b'Really?! So this has happened to you?',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',11,b'Oh absolutely yeah!',neutral,b,ny,ny,Match,ConMatch,ny,NotMatch
b'Phoebe',12,"b'Oh and keep in mind, now, I was carrying triplets so in, y\xc2\x92know, medical terms I was-I was thrice as randy.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',13,"b'Wow! This explains so much! Last weekend, I went from store to store sitting on Santa\xc2\x92s lap.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',14,"b'Yeah. Yeah, I remember trying to steal a cardboard cutout of Evander Holyfield from a'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',0,b'Ugh!',disgust,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Joey',1,b'I don\xc2\x92t know what I\xc2\x92m going to do!',fear,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',2,b'I called the company that sent and th-they don\xc2\x92t care!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',3,"b'Then I called 9-1-1 and they laughed at me, if this isn\xc2\x92t an emergency, then what is?'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',4,b'Hey guys!',joy,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Chandler',5,b'Hey!',joy,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Joey',6,b'Hey',neutral,ba,fc,fc,Match,ConMatch,fc,NotMatch
b'Ross',7,"b'I just wanted to thank you again for last night, what a great party!'",joy,sd,sd,fc,Match,NotConMatch,sd,NotMatch
b'Ross',8,b'And the guys from work had a blast.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',9,"b'Y\xc2\x92know, one of them had never been to a bachelor party before.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',10,b'Yeah!',joy,b,b,b,Match,ConMatch,b,AllMatch
b'Ross',11,"b'And-and another one had never been to a party before, so'",surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',12,"b'So uh, hey, that uh, that wedding ring, huh? Man, that\xc2\x92s nice!'",joy,sv,sd,qy,NotMatch,NotConMatch,,NotMatch
b'Ross',13,"b'Yeah, right!'",joy,aa,aa,aa,Match,ConMatch,aa,AllMatch
b'Joey',14,"b'I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',15,"b'That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.'",surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',16,"b'So you might say, the ring is irreplaceable?'",surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',17,"b'Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',18,"b'So you might say, it\xc2\x92s a magic ring.'",joy,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Ross',0,b'OH MY GOD!! I didn\xc2\x92t really believe it until you just said it!!',surprise,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Ross',0,b'Well obviously only one of us can keep dating her.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',1,"b'Obviously! So, how do we decide?'",neutral,qw,qh,qw,Match,NotConMatch,qw,NotMatch
b'Ross',2,"b'Well now let\xc2\x92s-let\xc2\x92s look at this objectively, I think I should date her'",neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Joey',3,b'Uh-huh. Uh-huh.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Ross',4,"b'That\xc2\x92s interesting, but check this out. I date her'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',5,b'Yeah-yeah I like that but just to go in another direction',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',6,"b'Okay, okay. This can go on for a while.'",neutral,sd,sv,fc,NotMatch,NotConMatch,,NotMatch
b'Joey',7,b'Yeah well we should order some food then.',neutral,sd,ad,sv,NotMatch,NotConMatch,,NotMatch
b'Ross',8,"b'No Joey! Look why don\xc2\x92t, why don\xc2\x92t we just let her decide? Okay? Hey-hey, we\xc2\x92ll'",neutral,sd,ad,qy,NotMatch,NotConMatch,,NotMatch
b'Joey',9,b'That sounds fair.',neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Ross',10,b'Maybe I\xc2\x92ll take her to that new French restaurant down the street',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',11,b'Ah yeah\xc2\x97wait a second now!',anger,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Joey',12,b'Look we\xc2\x92re gonna have to set a spending limit on the date.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',13,b'I don\xc2\x92t have the money to take her to a fancy place like that.',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',14,"b'Well sorry, that\xc2\x92s what I do on dates.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',15,"b'All right, well I guess I\xc2\x92ll just have to do what I do on dates.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',16,b'So let\xc2\x92s decide on the spending limit',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',17,"b'Yeah. Uh, \xc2\x85a slice\xc2\x85\xc2\x85six dollars?'",neutral,qy,bf,bf,Match,ConMatch,bf,NotMatch
b'Ross',18,b'I was thinking more like a hundred.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',19,b'Okay. Can I borrow 94 dollars?',neutral,qy,ad,qy,Match,NotConMatch,qy,NotMatch
b'Monica',0,"b'Hi, again.'",neutral,fc,ad,fp,NotMatch,NotConMatch,,NotMatch
b'Joey',1,b'Hey!',neutral,ba,fp,fp,Match,ConMatch,fp,NotMatch
b'Chandler',2,b'Hey!',neutral,ba,fc,ba,Match,NotConMatch,ba,NotMatch
b'Monica',3,"b'Thank you soo, much.'",joy,fc,ft,fc,Match,NotConMatch,fc,NotMatch
b'Chandler',4,"b'Oh, don\xc2\x92t thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.'",anger,sd,fc,fc,Match,ConMatch,fc,NotMatch
b'Monica',5,b'You want some help with that?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',6,"b'Oh, no thanks, I got it.  No I don\xc2\x92t!'",neutral,sd,fc,sd,Match,NotConMatch,sd,NotMatch
b'Monica',7,b'Whoa! Are you okay?',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',8,"b'Whew! Stood up to fast, got a little head rush.'",surprise,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Monica',9,b'It\xc2\x92s the heat.  And-and the humidity.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',10,"b'That\xc2\x92s a uh, that\xc2\x92s a tough combination.'",neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Monica',11,b'Do you wanna come in for some lemonade?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',12,b'Like you wouldn\xc2\x92t believe.  Wow! This is a great place.',surprise,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Monica',13,b'What do you mean?',neutral,qw,qw,qo,Match,NotConMatch,qw,NotMatch
b'Phoebe',0,b'Remember how you said you were really dense about poetry? Oh.',neutral,qo,qy,qy,Match,ConMatch,qy,NotMatch
b'Joey',0,b'Oh!',surprise,ba,ba,^h,Match,NotConMatch,ba,NotMatch
b'Joey',1,"b'Hey, somebody left their keys.'",neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Joey',2,"b'Ooohh, to a Porsche!'",surprise,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Joey',3,"b'Hey Gunther, these yours?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Gunther',4,"b'Yeah, that\xc2\x92s what I drive. I make four bucks an hour, I saved up for 350 years!'",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',5,b'Na-uh!  Hey did anybody lose their keys?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',6,"b'Joey, why don\xc2\x92t you put them in the lost and found?'",neutral,qy^d,^q,qh,NotMatch,NotConMatch,,NotMatch
b'Joey',7,b'There\xc2\x92s a lost and found?  My shoe!',surprise,qy^d,qy,qy^d,Match,NotConMatch,qy^d,NotMatch
b'Chandler',8,b'You left a shoe here?!',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',9,"b'Well, I didn\xc2\x92t realize until I got home.'",neutral,sd,sd,na,Match,NotConMatch,sd,NotMatch
b'Joey',10,b'I wasn\xc2\x92t gonna walk all the way back down here with one shoe!',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',11,b'I\xc2\x92m gonna go find that guy\xc2\x92s car and leave a note on the windshield.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',12,"b'Oh good, when he comes back for his keys, I\xc2\x92ll be sure to give him your shoe.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',13,b'Great! Thanks.',joy,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Carol',0,"b""Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',1,"b""Carol, we've been through this before, ok?""",joy,sd,sd,qy,Match,NotConMatch,sd,NotMatch
b'Ross',2,b'We have a good time.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,"b'We laugh, we play.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',4,b"It's like we're father and son.",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Susan',5,"b""Honey, relax. Ross is great with him.  Don't look so surprised. I'm a lovely person.""",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',6,"b'Oh, this is so cute.'",joy,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Susan',7,"b'Oh, I got that for him.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',8,b"My mommies love me. That's clever.",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',9,b'Hello?',neutral,fp,br,fp,Match,NotConMatch,fp,NotMatch
b'Monica',10,"b'Oh, Hi, Ju\xc2\x97\xc2\x97Hi, Jew!'",neutral,ba,fp,fp,Match,ConMatch,fp,NotMatch
b'Monica',11,b'Uh huh?',neutral,b,fp,fp,Match,ConMatch,fp,NotMatch
b'Monica',12,b'Uh huh?',neutral,b,fp,b^m,NotMatch,NotConMatch,,NotMatch
b'Monica',13,"b""Ok.  Um, sure, that'd be great.""",neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Monica',14,b'See ya then.',neutral,fc,ad,ad,Match,ConMatch,ad,NotMatch
b'Monica',15,b'Bye.',neutral,fc,fc,fc,Match,ConMatch,fc,AllMatch
b'Rachel',16,"b'Did you just say Hi, Jew?'",surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',17,"b'Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.'",neutral,sd,na,sd,Match,NotConMatch,sd,NotMatch
b'Monica',0,b'Now there you go! I wouldn\xc2\x92t want my best guest to strain her eyes!',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',1,b'Thanks Monica!',joy,fc,ny,fc,Match,NotConMatch,fc,NotMatch
b'Monica',2,b'Does that smell bother you?',disgust,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',3,"b'What the smell from Joey\xc2\x92s? No, I can hardly smell it over here.'",surprise,sd,sd,qw^d,Match,NotConMatch,sd,NotMatch
b'Monica',4,"b'Well you let me know if you can, because y\xc2\x92know I can bake a pie to cover it.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',5,"b'I can smell it a little, bake the pie.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',6,b'Okay!',joy,fo_o_fw_"_by_bc,b,b,Match,ConMatch,b,NotMatch
b'Phoebe',7,b'Okay.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Monica',8,"b'Hello?  Oh yes, one minute please.  It\xc2\x92s for you. It\xc2\x92s the fire inspector.'",neutral,qy,ad,fc,NotMatch,NotConMatch,,NotMatch
b'Phoebe',9,b'Oh!  Hello?  Yeah this is Phoebe.  Really?!',surprise,qy,qy,fp,Match,NotConMatch,qy,NotMatch
b'Joey',10,"b'Yeah, so it turns out that it wasn\xc2\x92t the hair straightener that started the fire.'",neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Joey',11,"b'No-no, it was the candles.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',12,b'It\xc2\x92s very not good leaving candles unattended.',neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
