speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses03F_impro07_M',028,b'',exc,,fa,fa,^q,fa,ba,fa,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses03F_impro07_F',030,b'',xxx,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',029,b'',exc,,sd,sd,sd,fc,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',031,b'',neu,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro07_M',030,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',032,b'',hap,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro07_M',031,b'',xxx,,aa,sv,aa,aa,aa,aa,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro07_F',033,b'',xxx,,qw,qy,qw,qh,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro07_M',032,b'',exc,,fc,sd,ad,^h,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03F_impro07_M',033,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',034,b'',hap,,sd,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro07_M',034,b'',hap,,sd,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro07_F',035,b'',hap,,sd,sd,sd,aa,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro07_M',035,b'',hap,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',000,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',000,b'',sad,,sd,^2,ad,ad,sd,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03M_script01_1_F',001,b'',sur,,sd,sd,^q,^q,sd,^q,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03M_script01_1_M',001,b'',sad,,sv,sv,^q,^q,sv,^q,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03M_script01_1_F',002,b'',sur,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script01_1_M',002,b'',sad,,fc,ad,ad,^q,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',003,b'',xxx,,sd,sd,sd,sd,fc,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_M',003,b'',sad,,br,br,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03M_script01_1_F',004,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',004,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',005,b'',sad,,b,aa,na,ny,ny,ny,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_script01_1_M',005,b'',sad,,ad,ad,ad,ad,ad,ad,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',007,b'',fru,,sd,qy^d,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_M',006,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',008,b'',sad,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script01_1_M',007,b'',sad,,br,qy,qy,qy,br,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_F',009,b'',xxx,,fp,sd,ba,sd,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',008,b'',fru,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',010,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',009,b'',ang,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script01_1_F',011,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',010,b'',fru,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_M',011,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',012,b'',ang,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_F',012,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',013,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',013,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',014,b'',fru,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script01_1_F',014,b'',xxx,,sv,qy^d,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script01_1_F',015,b'',fru,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script01_1_M',015,b'',fru,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_F',016,b'',ang,,qw,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script01_1_M',016,b'',fru,,qw,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script01_1_M',017,b'',neu,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script01_1_F',017,b'',ang,,qo,qo,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_script01_1_M',018,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',018,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',019,b'',neu,,sv,sv,sv,aa,aa,aa,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_script01_1_F',019,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',020,b'',fru,,sd,sd,na,na,sd,na,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03M_script01_1_F',020,b'',ang,,qy,sd,qy,qy,sd,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_M',021,b'',neu,,fc,sd,nn,fc,nn,nn,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03M_script01_1_F',021,b'',neu,,sd,sd,fc,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script01_1_M',022,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',022,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',023,b'',xxx,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_F',024,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',023,b'',fru,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script01_1_F',025,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',024,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',026,b'',fru,,fp,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script01_1_M',025,b'',xxx,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script01_1_M',026,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',027,b'',xxx,,qy^d,sd,^q,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_script01_1_M',027,b'',ang,,sv,sd,sd,sd,ad,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_F',028,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',028,b'',neu,,sv,qy,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script01_1_F',029,b'',xxx,,sv,sv,aa,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script01_1_M',029,b'',neu,,sd,sd,sv,sv,aa,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03M_script01_1_M',030,b'',sad,,aa,sv,sv,aa,aa,aa,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script01_1_M',031,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',030,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',032,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',031,b'',fru,,sd,sd,sv,qy^d,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',033,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',032,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',034,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',033,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',034,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',035,b'',fru,,b,b,b,b,ny,b,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_F',035,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',036,b'',sad,,sd,sd,na,ng,sd,sd,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses03M_script01_1_M',037,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',036,b'',xxx,,^2,^2,bf,^2,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',038,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',037,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',039,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',038,b'',ang,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script01_1_M',040,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',039,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',041,b'',ang,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script01_1_M',042,b'',fru,,ad,t3,sv,ad,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',040,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',043,b'',neu,,sv,sv,sv,sv,fc,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_F',041,b'',xxx,,br,qw,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_M',044,b'',xxx,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_F',042,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',043,b'',ang,,sd,qy^d,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script01_1_M',045,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_F',044,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',046,b'',sad,,ad,^2,ad,ad,ba,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script01_1_F',045,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script01_1_M',047,b'',sad,,^2,sd,ad,ad,fc,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03M_script01_1_F',046,b'',sad,,aa,nn,aa,aa,nn,aa,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script03_1_M',000,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',000,b'',xxx,,sd,ad,bf,ad,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',001,b'',xxx,,sd,fc,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script03_1_F',001,b'',xxx,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03M_script03_1_M',002,b'',xxx,,sd,fa,sv,fc,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03M_script03_1_F',002,b'',xxx,,sv,ba,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script03_1_M',003,b'',xxx,,sv,^q,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script03_1_F',003,b'',exc,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_M',004,b'',exc,,sd,sv,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script03_1_F',004,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',005,b'',xxx,,aa,sd,^q,aa,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',005,b'',exc,,sd,sd,^q,fc,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',006,b'',exc,,sd,ad,ad,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_script03_1_M',007,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',006,b'',exc,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script03_1_M',008,b'',xxx,,qy,^q,sv,qh,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',007,b'',xxx,,fc,^q,^q,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_script03_1_M',009,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',008,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',010,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',009,b'',xxx,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script03_1_M',011,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',010,b'',xxx,,ad,sv,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script03_1_M',012,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',011,b'',xxx,,qy^d,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script03_1_M',013,b'',xxx,,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script03_1_F',012,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_M',014,b'',xxx,,sd,sd,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_script03_1_M',015,b'',xxx,,sv,sv,sd,^q,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',013,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',016,b'',xxx,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_F',014,b'',xxx,,qy,qy,^q,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script03_1_M',017,b'',xxx,,sd,sd,^q,sd,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',015,b'',xxx,,sd,sd,sv,^q,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03M_script03_1_M',018,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',016,b'',xxx,,sd,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_M',019,b'',xxx,,ba,ba,ba,ba,aa,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script03_1_F',017,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',020,b'',xxx,,qy,qy,qy,qy,br,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script03_1_F',018,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',021,b'',xxx,,sd,sd,sd,ng,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_F',019,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',022,b'',xxx,,sv,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03M_script03_1_M',023,b'',xxx,,qy,qy,qh,bh,qw,qy,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses03M_script03_1_M',024,b'',xxx,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script03_1_F',020,b'',xxx,,qy,qy,^q,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script03_1_M',025,b'',xxx,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_script03_1_M',026,b'',xxx,,sd,sd,^q,sv,sd,sd,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses03M_script03_1_F',021,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',022,b'',xxx,,sd,sd,sd,^q,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',027,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',023,b'',xxx,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_M',028,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',024,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',029,b'',xxx,,qy,qy,qy,fc,qy^d,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',025,b'',xxx,,qy^d,b^m,br,qy,br,br,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03M_script03_1_M',030,b'',xxx,,br,qy,qy^d,qy,br,qy,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses03M_script03_1_M',031,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',026,b'',xxx,,h,h,sd,h,h,h,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_script03_1_M',032,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',027,b'',xxx,,sd,sd,^q,ba,"fo_o_fw_""_by_bc",xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',033,b'',xxx,,sd,sd,ad,sv,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',034,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_F',028,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_M',035,b'',neu,,sd,sv,sd,qh,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_F',029,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',036,b'',xxx,,sd,sd,sd,ba,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_F',030,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_script03_1_M',037,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_F',031,b'',xxx,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'Ses03M_script03_1_M',038,b'',xxx,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro05_F',000,b'',fru,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_M',000,b'',fru,,sd,sd,fc,sd,sv,sd,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Ses03F_impro05_F',001,b'',fru,,qy,sd,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro05_M',001,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_F',002,b'',ang,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03F_impro05_F',003,b'',fru,,qy^d,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro05_M',002,b'',fru,,sd,sd,^q,ng,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03F_impro05_F',004,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_M',003,b'',neu,,qw,qh,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro05_F',005,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_M',004,b'',fru,,b,sd,%,b,x,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03F_impro05_F',006,b'',fru,,b,fc,ad,ad,ba,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03F_impro05_M',005,b'',fru,,sv,sv,sv,qy^d,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro05_F',007,b'',ang,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro05_F',008,b'',ang,,sv,qw^d,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03F_impro05_M',006,b'',fru,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro05_F',009,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_M',007,b'',xxx,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_M',008,b'',neu,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro05_F',010,b'',ang,,fc,sv,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro05_M',009,b'',neu,,qy,qy,^q,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro05_F',011,b'',ang,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro05_M',010,b'',fru,,sv,sd,sv,fc,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro05_F',012,b'',fru,,b,sd,fc,fc,ba,fc,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03F_impro05_F',013,b'',fru,,sd,qy,qw,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro05_M',011,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_F',014,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_M',012,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_F',015,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro05_F',016,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
